345.80	12.128
346.01	12.203
346.23	12.278
346.44	4.301
346.66	10.223
346.87	728.827
347.09	4653.670
347.30	1748.943
347.52	-132.577
347.73	-225.514
347.95	-999.868
348.16	-160.209
348.38	-196.529
348.59	363.008
348.81	-298.334
349.02	-500.458
349.24	-387.150
349.45	-325.447
349.67	248.291
349.88	156.690
350.10	106.426
350.31	1044.438
350.53	297.116
350.74	142.300
350.96	303.818
351.17	106.500
351.38	1028.702
351.60	738.762
351.81	190.180
352.03	-743.249
352.24	251.961
352.46	304.139
352.67	172.284
352.89	184.648
353.10	303.489
353.32	171.188
353.53	3585.467
353.75	237.649
353.96	120.432
354.17	226.514
354.39	416.671
354.60	172.614
354.82	287.001
355.03	884.111
355.25	219.655
355.46	410.546
355.68	274.097
355.89	187.502
356.11	121.108
356.32	420.473
356.53	1074.315
356.75	3728.168
356.96	648.671
357.18	314.445
357.39	188.074
357.61	959.372
357.82	124.520
358.04	109.342
358.25	167.556
358.46	565.042
358.68	204.323
358.89	139.859
359.11	1015.730
359.32	133.392
359.54	603.408
359.75	204.092
359.96	213.856
360.18	515.022
360.39	82.548
360.61	187.527
360.82	228.597
361.04	326.023
361.25	321.459
361.46	590.064
361.68	241.287
361.89	151.978
362.11	249.129
362.32	749.551
362.54	273.699
362.75	145.012
362.96	150.079
363.18	156.229
363.39	202.639
363.61	198.478
363.82	6398.380
364.03	305.198
364.25	165.267
364.46	88.379
364.68	274.608
364.89	518.213
365.10	203.108
365.32	166.388
365.53	301.991
365.75	370.702
365.96	288.232
366.17	220.866
366.39	141.278
366.60	183.403
366.82	252.751
367.03	275.722
367.24	140.019
367.46	190.761
367.67	194.446
367.89	308.607
368.10	1345.211
368.31	317.745
368.53	447.473
368.74	299.689
368.96	186.342
369.17	436.494
369.38	140.582
369.60	387.792
369.81	729.320
370.03	277.866
370.24	221.146
370.45	347.631
370.67	184.914
370.88	226.214
371.09	1104.897
371.31	370.149
371.52	174.505
371.74	348.322
371.95	200.640
372.16	148.737
372.38	119.035
372.59	156.967
372.81	144.610
373.02	223.055
373.23	422.840
373.45	363.784
373.66	162.551
373.87	174.016
374.09	261.924
374.30	420.251
374.51	159.157
374.73	153.710
374.94	246.606
375.16	146.226
375.37	463.499
375.58	274.766
375.80	361.257
376.01	192.351
376.22	491.271
376.44	216.337
376.65	152.454
376.86	230.520
377.08	172.994
377.29	114.930
377.50	284.370
377.72	482.876
377.93	831.915
378.15	208.436
378.36	145.619
378.57	179.953
378.79	138.848
379.00	149.342
379.21	183.094
379.43	182.378
379.64	148.210
379.85	258.016
380.07	161.677
380.28	99.507
380.49	127.917
380.71	132.382
380.92	99.496
381.13	259.868
381.35	156.326
381.56	172.092
381.77	331.221
381.99	113.374
382.20	194.883
382.41	158.396
382.63	202.094
382.84	207.549
383.05	217.597
383.27	185.526
383.48	195.313
383.69	128.183
383.91	150.805
384.12	152.869
384.33	131.495
384.55	212.937
384.76	159.146
384.97	196.839
385.18	132.210
385.40	325.260
385.61	186.341
385.82	188.577
386.04	176.765
386.25	201.966
386.46	170.253
386.68	145.730
386.89	132.065
387.10	193.009
387.32	113.530
387.53	236.529
387.74	108.904
387.95	114.769
388.17	159.146
388.38	173.073
388.59	186.380
388.81	207.512
389.02	140.191
389.23	204.592
389.45	138.800
389.66	102.009
389.87	137.935
390.08	116.932
390.30	199.560
390.51	102.536
390.72	191.534
390.94	144.234
391.15	174.699
391.36	112.032
391.57	192.883
391.79	148.049
392.00	126.646
392.21	115.586
392.43	164.684
392.64	322.937
392.85	147.813
393.06	156.382
393.28	123.490
393.49	148.241
393.70	106.557
393.92	208.192
394.13	107.677
394.34	143.605
394.55	168.249
394.77	125.411
394.98	86.270
395.19	249.082
395.40	115.876
395.62	191.250
395.83	205.242
396.04	102.813
396.26	253.217
396.47	115.464
396.68	148.069
396.89	159.353
