345.80	22.051
346.01	22.187
346.23	22.323
346.44	5.608
346.66	15.298
346.87	-34.271
347.09	-137.240
347.30	-120.083
347.52	5.428
347.73	15.148
347.95	55.601
348.16	5.984
348.38	11.680
348.59	-13.587
348.81	11.672
349.02	20.284
349.24	18.032
349.45	10.729
349.67	-7.975
349.88	-5.489
350.10	-2.369
350.31	-34.279
350.53	-8.060
350.74	-5.412
350.96	-8.111
351.17	-3.597
351.38	-31.400
351.60	-20.395
351.81	-7.883
352.03	32.077
352.24	-6.424
352.46	-8.835
352.67	-7.662
352.89	-6.024
353.10	-9.716
353.32	-3.040
353.53	-107.807
353.75	-9.088
353.96	-3.015
354.17	-7.055
354.39	-11.058
354.60	-4.219
354.82	-8.419
355.03	-32.108
355.25	-9.364
355.46	-13.677
355.68	-7.742
355.89	-6.176
356.11	-6.132
356.32	-16.336
356.53	-40.854
356.75	-95.001
356.96	-8.888
357.18	-11.309
357.39	-7.157
357.61	-33.994
357.82	-4.471
358.04	-3.663
358.25	-6.168
358.46	-19.664
358.68	-7.657
358.89	-3.622
359.11	-28.565
359.32	-4.027
359.54	-13.909
359.75	-6.448
359.96	-5.298
360.18	-21.617
360.39	-2.873
360.61	-7.215
360.82	-6.207
361.04	-16.278
361.25	-10.951
361.46	-22.939
361.68	-6.952
361.89	-3.861
362.11	-7.600
362.32	-21.850
362.54	-4.894
362.75	-3.007
362.96	-5.235
363.18	-6.476
363.39	-6.041
363.61	-10.946
363.82	-218.149
364.03	-10.794
364.25	-3.224
364.46	-2.759
364.68	-7.960
364.89	-14.763
365.10	-4.398
365.32	-3.284
365.53	-7.203
365.75	-8.685
365.96	-11.466
366.17	-5.966
366.39	-4.251
366.60	-7.587
366.82	-7.156
367.03	-7.128
367.24	-5.234
367.46	-4.376
367.67	-5.565
367.89	-8.044
368.10	-24.537
368.31	-6.950
368.53	-8.846
368.74	-6.494
368.96	-5.968
369.17	-7.853
369.38	-2.792
369.60	-13.363
369.81	-21.663
370.03	-3.728
370.24	-4.282
370.45	-8.899
370.67	-4.439
370.88	-8.637
371.09	-27.513
371.31	-6.297
371.52	-4.754
371.74	-7.952
371.95	-5.550
372.16	-3.600
372.38	-4.529
372.59	-4.413
372.81	-8.985
373.02	-6.363
373.23	-10.913
373.45	-8.610
373.66	-4.071
373.87	-5.770
374.09	-6.461
374.30	-11.712
374.51	-3.643
374.73	-4.479
374.94	-4.703
375.16	-4.917
375.37	-8.079
375.58	-6.245
375.80	-10.148
376.01	-2.630
376.22	-8.822
376.44	-6.239
376.65	-3.475
376.86	-3.002
377.08	-2.111
377.29	-3.187
377.50	-7.247
377.72	-8.825
377.93	-11.725
378.15	-4.741
378.36	-5.392
378.57	-3.281
378.79	-3.471
379.00	-3.043
379.21	-3.198
379.43	-3.438
379.64	-2.057
379.85	-5.447
380.07	-2.076
380.28	-2.773
380.49	-2.663
380.71	-2.700
380.92	-3.533
381.13	-5.204
381.35	-5.521
381.56	-4.056
381.77	-9.230
381.99	-3.800
382.20	-5.219
382.41	-3.841
382.63	-7.577
382.84	-4.657
383.05	-4.391
383.27	-4.704
383.48	-3.654
383.69	-2.981
383.91	-3.466
384.12	-2.735
384.33	-3.573
384.55	-3.546
384.76	-1.234
384.97	-3.802
385.18	-3.134
385.40	-9.275
385.61	-4.452
385.82	-4.886
386.04	-4.686
386.25	-4.890
386.46	-5.409
386.68	-2.517
386.89	-1.737
387.10	-2.796
387.32	-2.676
387.53	-2.906
387.74	-2.764
387.95	-2.577
388.17	-2.627
388.38	-2.013
388.59	-3.493
388.81	-2.347
389.02	-0.974
389.23	-3.177
389.45	-1.148
389.66	-0.986
389.87	-1.115
390.08	-1.797
390.30	-3.959
390.51	-1.474
390.72	-1.692
390.94	-2.608
391.15	-2.533
391.36	-3.333
391.57	-2.868
391.79	-3.235
392.00	-2.984
392.21	-2.827
392.43	-4.523
392.64	-4.960
392.85	-4.319
393.06	-2.330
393.28	-3.458
393.49	-2.370
393.70	-1.024
393.92	-2.412
394.13	-0.687
394.34	-1.313
394.55	-3.229
394.77	-0.606
394.98	-0.308
395.19	-2.728
395.40	-2.176
395.62	-2.705
395.83	-4.810
396.04	-2.292
396.26	-3.669
396.47	-1.539
396.68	-2.270
396.89	-0.268
397.11	-1.719
397.32	-0.900
397.53	0.281
397.74	-0.237
397.96	-0.089
398.17	0.481
398.38	0.256
398.59	0.836
398.81	1.157
399.02	1.907
399.23	0.724
399.44	1.108
399.66	1.250
399.87	1.723
400.08	2.006
400.29	2.345
400.51	0.636
400.72	1.415
400.93	2.329
401.14	2.800
401.36	1.848
401.57	2.281
401.78	2.073
401.99	1.969
402.21	2.542
402.42	1.878
402.63	2.628
402.84	0.774
403.05	1.281
403.27	2.210
403.48	2.072
403.69	1.884
403.90	2.648
404.12	1.269
404.33	1.308
404.54	3.020
404.75	2.433
404.96	2.538
405.18	2.347
405.39	2.469
405.60	1.379
405.81	2.300
406.03	1.768
406.24	2.781
406.45	1.826
406.66	2.997
406.87	3.166
407.09	3.385
407.30	2.458
407.51	2.902
407.72	3.954
407.93	3.991
408.15	3.649
408.36	3.562
408.57	3.032
408.78	2.871
409.00	3.721
